replication,product,exit_time_h,batch_id,volume_m3,source_aserradero_batch_id,lead_time_h
0,P2,1045.9302552414458,114,14.605,187,4.073
0,P2,1048.4823679995304,115,13.088,188,3.62
0,P2,1052.295811867301,116,12.827,189,5.425
0,P2,1055.5362196176038,117,14.341,190,5.358
0,P1,1063.6434529462872,63,14.16,192,7.55
0,P2,1064.1619937062378,118,13.327,191,11.923
0,P2,1070.155704684343,119,13.126,193,3.959
0,P3,1075.9414401799504,58,13.005,194,5.886
0,P3,1078.4542488019317,59,14.481,195,5.423
0,P2,1089.9908035189853,122,27.483,196,13.008
0,P1,1094.099871956433,64,14.728,199,0.453
0,P2,1094.9875944596777,123,14.633,198,5.069
0,P1,1096.8354870234837,65,14.383,200,0.493
0,P2,1112.0497856917268,124,14.77,202,8.288
0,P3,1115.4425305078735,60,14.675,201,15.498
0,P3,1120.7260226463186,61,13.2,203,7.296
0,P2,1123.1588898541468,127,13.531,204,6.547
0,P1,1125.9611891222335,66,13.882,205,0.569
0,P2,1136.33481427363,128,14.163,206,6.454
0,P1,1142.715216813235,67,15.114,208,0.636
0,P2,1143.2822668708154,129,14.421,207,4.461
0,P2,1149.6876113408882,130,14.578,209,4.544
0,P2,1186.8969865788406,131,36.206,210,35.915
0,P2,1187.1208968175029,132,3.716,212,32.312
0,P3,1192.7512622915547,62,14.615,213,6.341
0,P1,1193.8026115979708,68,15.266,215,0.346
0,P3,1195.513724405413,63,13.341,214,5.995
0,P2,1210.1148374874717,135,25.631,216,11.293
0,P2,1214.5306517836948,136,12.864,218,4.088
0,P3,1221.4301190217054,64,13.802,219,7.274
0,P3,1224.2160453128981,65,14.28,220,7.721
0,P3,1233.0890962648543,66,13.828,222,10.38
0,P2,1233.4977486592359,140,14.572,221,14.578
0,P3,1241.716322605163,67,12.836,223,7.95
0,P2,1243.8745612305845,142,13.128,224,6.387
0,P2,1245.7139088951478,143,14.165,225,6.21
0,P1,1245.95863741826,69,14.408,227,0.59
0,P2,1257.5604894796497,144,29.699,226,12.154
0,P1,1261.8050347136964,70,14.548,230,0.569
0,P3,1264.0394707741214,68,13.265,229,6.557
0,P1,1264.6642961846742,71,15.857,231,0.483
0,P3,1272.627305993864,69,14.418,232,5.275
0,P3,1281.2536924279507,70,13.515,234,7.91
0,P2,1281.3489773957479,148,13.199,233,11.179
0,P2,1286.8502908426622,149,14.059,235,4.53
0,P3,1291.5122481593605,71,13.348,236,6.159
0,P3,1293.9189303774585,72,13.499,237,5.479
0,P1,1303.6677794609898,72,14.407,239,7.14
0,P2,1304.512946441936,152,13.592,238,13.334
0,P1,1311.3593842279056,73,15.259,241,0.565
0,P3,1312.9685219114347,73,13.909,240,6.678
0,P3,1319.4854758943088,74,12.838,242,4.768
0,P3,1353.366123439051,75,12.863,244,33.428
0,P2,1353.7209511528804,156,13.222,243,35.467
0,P1,1354.8284684291634,74,14.423,245,0.486
0,P3,1362.8193001712025,76,13.145,246,5.182
0,P2,1366.0007178127184,158,14.533,247,4.893
0,P2,1375.9471440406312,159,13.786,249,8.323
0,P1,1378.2402044358391,75,13.859,250,0.682
0,P3,1378.6301151044636,77,13.013,248,14.141
0,P2,1386.6746288615818,161,14.176,251,5.99
0,P2,1388.4594605091836,162,13.186,252,4.134
0,P2,1391.3302660533072,163,14.248,253,3.619
0,P2,1400.096847745086,164,13.48,254,10.3
0,P3,1403.288312067712,78,13.349,255,8.739
0,P1,1407.362437082533,76,14.519,257,0.581
0,P3,1408.1860714394074,79,14.132,256,4.528
0,P1,1414.627824276518,77,14.019,259,0.812
0,P2,1416.0451898639658,167,13.476,258,5.087
0,P2,1424.1134494941914,168,14.208,260,6.9
0,P2,1430.4209814115195,169,14.456,261,5.11
0,P2,1432.9893797628613,170,14.642,262,4.209
0,P1,1435.7737536750546,78,15.63,264,0.398
0,P1,1438.1456398793741,79,13.746,265,0.527
0,P3,1438.8744737838113,80,14.71,263,6.221
0,P3,1448.9854443389906,81,14.313,266,7.64
0,P3,1455.5072380011047,82,12.804,267,5.044
0,P3,1457.407245949788,83,13.342,268,4.618
0,P3,1462.2478899439884,84,14.592,269,5.853
0,P3,1473.6579735850073,85,14.118,270,13.957
0,P2,1474.6413717447338,177,13.424,271,10.842
0,P2,1478.3967747925697,178,14.451,272,4.028
0,P2,1481.5669742191042,179,13.014,273,3.705
0,P3,1486.8032031037599,86,13.888,274,5.557
0,P3,1521.2430653491297,87,14.197,276,31.366
0,P2,1521.7338737457824,182,13.531,275,37.857
0,P2,1528.8700792036313,183,13.474,277,4.256
0,P2,1532.0422827630744,184,13.983,278,4.963
0,P1,1532.570310260099,80,15.435,280,0.58
0,P2,1534.948786122752,185,14.121,279,6.401
0,P1,1543.5166688537306,81,13.797,281,8.914
0,P2,1552.5308730510037,186,14.781,282,5.645
0,P2,1554.704406116556,187,14.279,283,4.811
0,P1,1554.98172154697,82,14.637,284,0.683
0,P3,1577.8119448748212,88,14.526,285,7.32
0,P2,1579.3446287994395,189,13.356,286,5.106
0,P2,1581.886180766483,190,14.145,287,4.498
0,P2,1592.332358858458,191,13.01,288,11.962
0,P1,1595.370343352771,83,15.221,290,0.639
0,P3,1596.2268168522285,89,13.692,289,13.103
0,P1,1598.49400922779,84,14.196,291,0.527
0,P2,1606.6483456615913,193,14.253,292,4.56
0,P2,1617.3384945100086,194,27.467,293,10.316
0,P1,1619.3492901251502,85,15.899,295,0.512
0,P1,1627.320887376125,86,14.329,297,0.582
0,P3,1630.0162103847617,90,13.229,296,7.144
0,P2,1641.659306422244,196,28.843,298,9.618
0,P1,1643.6520110474678,87,14.707,300,0.667
0,P1,1651.2735105790266,88,14.586,302,0.542
0,P2,1652.0034866530348,197,13.886,301,3.982
0,P1,1654.4642830057658,89,14.778,303,0.523
0,P1,1687.6955932149049,90,14.581,304,30.781
0,P2,1693.9804970004209,198,13.456,305,3.115
0,P2,1696.8790822701644,199,13.985,306,3.659
0,P1,1697.1898939472871,91,14.922,307,0.483
0,P1,1711.5369231491995,92,14.719,310,6.021
0,P3,1716.53083067226,91,28.222,308,16.441
0,P1,1718.5925538479821,93,15.018,312,0.395
0,P2,1719.8189403512904,201,13.217,311,4.698
0,P2,1726.5947906166407,202,13.094,313,4.634
0,P2,1736.3859421818265,203,14.574,315,8.55
0,P1,1738.4650864619489,94,15.222,316,0.691
0,P3,1739.4174445054173,92,13.216,314,13.666
0,P3,1747.0580671388448,93,12.979,317,6.318
0,P1,1759.6824274831772,95,13.795,319,7.412
0,P2,1760.8557922490613,206,14.478,318,13.118
0,P1,1769.2937886394848,96,15.473,322,0.339
0,P3,1770.3023832537976,94,13.763,320,8.161
0,P1,1772.1013088104075,97,14.905,323,0.773
0,P2,1772.621408404557,208,13.3,321,7.193
0,P2,1784.0156792051732,209,13.54,325,6.548
0,P3,1787.0822453394626,95,13.519,324,12.32
0,P3,1793.8945524981168,96,14.479,326,6.777
0,P2,1796.1252099898784,212,14.391,327,5.547
0,P1,1799.190537116922,98,15.065,329,0.428
0,P3,1801.1412096657814,97,12.705,328,6.392
0,P2,1808.5704672944084,214,13.275,330,6.382
0,P1,1811.606163704844,99,15.037,331,0.497
0,P2,1818.190610343988,215,13.744,332,3.448
0,P2,1820.9897961794582,216,13.048,333,3.211
0,P1,1821.8928639268188,100,15.404,334,0.544
0,P1,1855.538141038116,101,14.785,335,30.388
0,P1,1858.7836587635754,102,14.32,336,0.622
0,P2,1865.2994441064925,217,13.89,337,4.273
0,P1,1868.8771625993822,103,14.635,339,0.603
0,P2,1874.0188527007251,218,14.72,338,8.89
0,P3,1881.915931585166,98,13.035,340,10.243
0,P1,1885.0853204306777,104,15.744,342,0.767
0,P3,1886.8062904643277,99,14.347,341,5.116
0,P1,1888.7252218957835,105,13.852,343,0.75
0,P1,1891.4366761955832,106,14.846,344,0.646
0,P2,1905.8930212810008,221,25.752,345,10.513
0,P2,1909.2769148304885,222,14.777,347,3.446
0,P2,1912.8251647074667,223,12.82,348,3.69
0,P2,1916.2100635149516,224,13.646,349,4.264
0,P2,1929.6942759905487,225,28.548,351,8.858
0,P1,1931.55079472763,107,15.639,353,0.671
0,P3,1932.8456443141613,100,13.721,350,17.567
0,P1,1933.5053762685498,108,14.356,354,0.585
0,P1,1940.7640462318493,109,15.719,356,0.557
0,P2,1941.465384586949,227,14.521,355,4.826
0,P2,1952.2152679857209,228,14.117,357,8.285
0,P1,1955.1030813150026,110,15.029,358,0.61
0,P2,1961.3533717315836,229,14.288,359,3.133
0,P1,1962.109881634287,111,14.17,360,0.518
0,P2,1977.3825229733666,230,28.889,361,11.346
0,P1,1979.773593689391,112,15.671,363,0.462
0,P1,1983.355836899623,113,13.789,364,0.399
0,P1,1990.6750063378665,114,14.643,366,0.57
0,P2,1990.6919356587616,231,14.359,365,3.922
0,P3,2026.0046651795801,101,14.603,367,29.42
0,P1,2031.4194992560183,115,15.446,369,0.696
0,P2,2032.8892251277218,233,13.005,368,6.261
0,P2,2038.0860532430056,234,13.089,370,4.303
0,P1,2047.4927888108652,116,13.969,372,6.687
0,P2,2048.3467191801724,235,13.255,371,12.27
0,P2,2054.5936647511326,236,14.24,373,3.468
0,P3,2060.6767343949123,102,14.264,374,6.581
0,P3,2063.963196112283,103,13.568,375,7.509
0,P3,2073.0686540566594,104,13.76,377,6.812
0,P2,2074.014864595459,240,13.33,376,13.118
0,P3,2080.1820791310643,105,13.326,378,5.921
0,P2,2086.6717514380225,242,13.796,379,5.591
0,P1,2095.5217159457566,117,15.067,381,7.177
0,P2,2096.0348260971437,243,14.759,380,12.024
0,P1,2098.468761481325,118,15.809,382,0.407
0,P1,2103.313944996281,119,15.948,383,0.533
0,P2,2110.786584788434,244,13.703,384,4.024
0,P3,2121.825114412875,106,13.457,385,11.467
0,P2,2122.767197234912,246,12.812,386,8.441
0,P1,2126.6809711409646,120,14.535,388,0.659
0,P3,2129.1008540405933,107,14.137,387,6.389
0,P2,2135.20939516301,248,13.516,389,5.955
0,P2,2145.5013504636263,249,27.827,390,12.833
0,P2,2151.1022619380287,250,13.069,392,3.394
0,P2,2153.551850355764,251,13.042,393,2.683
0,P2,2157.753687526288,252,14.677,394,3.686
0,P1,2191.49278245647,121,15.104,396,30.857
0,P3,2194.490930640088,108,14.013,395,35.454
0,P3,2200.1173061615427,109,14.478,397,5.352
0,P1,2201.7382799687093,122,13.78,399,0.558
0,P3,2204.458116811579,110,12.941,398,5.78
0,P3,2217.4995080306358,111,14.478,401,8.88
0,P2,2217.981017210117,257,14.725,400,12.973
0,P1,2221.818843391503,123,14.018,403,0.665
0,P3,2224.4489425993243,112,14.132,402,5.465
0,P3,2231.235804551552,113,14.568,404,5.67
0,P1,2239.6361579860954,124,13.929,406,5.931
0,P2,2240.92187373023,260,13.897,405,10.748
0,P1,2242.5890956567823,125,14.929,407,0.546
0,P1,2245.6082224452857,126,14.582,408,0.687
0,P1,2253.9322626758353,127,14.856,411,0.644
0,P3,2254.5048556075058,114,13.978,409,6.398
0,P3,2256.7842214712323,115,12.94,410,6.725
0,P3,2265.5377511987895,116,14.134,412,6.155
0,P3,2270.4288017683284,117,14.35,413,4.84
0,P2,2274.100075484242,265,14.133,414,4.854
0,P1,2275.934314108887,128,15.602,416,0.549
0,P2,2276.8347544123135,266,13.894,415,5.51
0,P1,2277.766234680712,129,15.632,417,0.544
0,P2,2288.397886590791,267,12.88,418,7.959
0,P3,2296.1446073908287,118,13.424,419,6.475
0,P3,2313.2574441269126,119,13.762,420,11.601
0,P2,2313.6667579569735,270,14.142,421,9.614
0,P3,2321.8278482626874,120,14.151,422,6.882
0,P2,2324.278500107401,272,14.585,423,5.328
0,P2,2360.221151811366,273,14.578,424,29.51
0,P1,2366.2734625684834,130,14.801,426,0.507
0,P3,2369.465793732827,121,14.515,425,7.296
0,P1,2373.0790755302564,131,15.319,428,0.487
0,P2,2375.18279966478,275,12.899,427,5.493
0,P2,2383.8759806328094,276,13.877,429,7.613
0,P1,2387.212562270798,132,15.45,430,0.653
0,P1,2390.5072888864534,133,14.939,431,0.747
0,P3,2399.2925469738343,122,14.097,432,5.747
0,P2,2410.221817613125,278,27.558,433,12.103
0,P3,2418.6002262968927,123,13.095,435,8.263
0,P2,2425.6284749764927,280,27.619,436,10.713
0,P2,2432.891118569228,281,29.236,438,13.626
0,P3,2435.9208037657054,124,13.615,440,10.939
0,P3,2440.7046378326363,125,12.845,441,6.517
0,P1,2445.252004339417,134,14.806,442,0.585
0,P2,2456.6878634585346,284,13.187,443,8.783
0,P3,2464.8932570559055,126,13.422,444,6.643
0,P2,2466.9284414727113,286,14.554,445,5.517
0,P2,2469.6763561863904,287,13.073,446,5.284
0,P1,2479.736962172727,135,15.797,448,7.752
0,P2,2480.162732910164,288,13.725,447,13.081
0,P2,2486.2854891588076,289,14.507,449,3.663
0,P2,2489.861374909748,290,12.884,450,4.346
0,P2,2492.378837369174,291,13.058,451,3.689
0,P2,2495.4349101275575,292,12.916,452,4.571
0,P3,2531.1764640221986,127,14.615,453,36.238
0,P1,2534.879482835729,136,14.462,455,0.642
0,P3,2535.3964428923377,128,13.683,454,4.509
0,P1,2537.5654547356744,137,15.009,456,0.664
0,P1,2539.711275165379,138,14.954,457,0.654
0,P1,2543.1542976502565,139,14.079,458,0.478
0,P1,2551.7350753769147,140,15.346,459,5.807
0,P2,2561.555735438436,295,14.139,460,5.56
0,P2,2565.0225645252945,296,13.096,461,5.894
0,P1,2575.67069053221,141,15.51,464,5.7
0,P2,2576.3230932095603,297,12.807,462,12.678
0,P3,2580.2774249084337,129,12.868,463,12.696
0,P2,2584.5152043215785,299,13.323,465,5.757
0,P2,2587.097449676097,300,14.173,466,5.804
0,P1,2588.5051336073016,142,13.78,468,0.673
0,P2,2590.1829393226876,301,13.753,467,5.753
0,P1,2591.2147994744987,143,14.779,469,0.526
0,P2,2599.881206595277,302,12.999,470,6.396
0,P2,2605.718434906526,303,14.571,471,3.912
0,P1,2605.7424936946313,144,14.876,472,0.481
0,P1,2609.3999255775116,145,14.529,473,0.588
0,P1,2611.658758445585,146,14.811,474,0.654
0,P2,2624.2878745229405,304,14.602,476,6.571
0,P1,2626.591862723865,147,14.178,477,0.514
0,P3,2628.213250871278,130,13.313,475,15.272
0,P1,2633.6574485933343,148,15.091,479,0.462
0,P2,2633.8736819862,306,14.216,478,4.534
0,P1,2636.9903806608963,149,13.858,480,0.699
0,P2,2648.327792184143,307,13.932,481,8.803
0,P1,2650.5265483317453,150,15.623,482,0.5
0,P1,2695.5712470824383,151,15.708,483,32.202
0,P3,2705.5912979449768,131,13.765,484,6.745
0,P2,2708.5420967031555,309,14.283,485,5.989
0,P3,2712.815029746358,132,13.533,486,5.679
0,P2,2721.983246679265,311,28.512,487,10.609
0,P3,2731.4307808884387,133,14.526,489,7.67
0,P3,2732.78240038912,134,14.263,490,6.27
0,P1,2734.818561163739,152,13.792,492,0.594
0,P2,2735.3923196627475,314,12.798,491,5.019
0,P2,2744.227814352077,315,14.07,493,5.126
0,P2,2750.313614407541,316,13.606,494,3.846
0,P1,2754.4937346589804,153,15.247,496,0.601
0,P3,2755.9867203093654,135,12.941,495,6.598
0,P1,2767.6594847874867,154,14.474,498,6.055
0,P3,2769.3513290166384,136,12.771,497,12.377
0,P2,2775.692556413943,319,13.537,499,5.262
0,P2,2778.889227010596,320,14.497,500,6.174
0,P1,2794.8340786923577,155,15.618,505,0.629
0,P1,2797.3542343287672,156,15.35,506,0.66
0,P2,2797.407912003468,323,13.77,504,11.852
0,P3,2798.339277695325,137,36.767,501,20.512
0,P3,2798.7175420445237,138,3.431,503,18.031
0,P1,2799.336670460241,157,15.25,507,0.58
0,P2,2806.825736211413,324,13.867,508,4.356
0,P1,2806.85711553324,158,14.884,509,0.804
0,P2,2815.918894929441,325,13.016,510,5.189
0,P1,2818.244966937575,159,14.828,511,0.541
0,P1,2821.586625955451,160,14.205,512,0.754
0,P1,2824.3203314504485,161,15.32,513,0.603
0,P1,2863.588477421653,162,14.046,515,30.522
0,P3,2866.2940800485103,139,13.401,514,38.442
0,P1,2866.861885352337,163,14.679,516,0.564
0,P1,2873.932539857626,164,14.22,518,0.925
0,P2,2874.185695231089,327,14.063,517,5.145
0,P2,2888.4409951774073,328,14.532,520,8.687
0,P3,2891.059298486223,140,14.048,519,14.055
0,P2,2895.0858248216136,330,13.713,521,5.076
0,P1,2896.530848511429,165,13.928,523,0.682
0,P2,2897.672708328253,331,13.163,522,5.542
0,P2,2903.5877077275914,332,14.453,524,3.752
0,P2,2912.1013065788998,333,13.062,525,8.665
0,P3,2915.242521945142,141,14.519,526,8.168
0,P3,2925.437707563998,142,12.659,527,5.553
0,P2,2939.394731628231,336,40.1,528,15.23
0,P2,2939.6980028863795,337,3.552,530,11.198
0,P2,2941.001251406006,338,14.089,531,3.112
0,P1,2941.7108519538547,166,15.287,532,0.376
0,P2,2949.484649408024,339,14.516,533,4.424
0,P2,2961.5887309281393,340,39.562,534,10.277
0,P2,2961.82002341963,341,3.667,536,9.061
0,P1,2963.0118575346914,167,15.349,537,0.508
0,P3,2973.448742816715,143,12.938,538,6.586
0,P3,2975.6100546507705,144,13.794,539,6.6
0,P3,2985.6225396297027,145,12.996,541,9.47
0,P2,2985.777497690203,345,13.182,540,13.836
0,P2,2990.6942845390777,346,12.833,542,4.414
0,P2,2993.1766119974754,347,13.307,543,3.526
0,P2,2996.9921614745567,348,13.239,544,4.395
0,P1,3031.5484228338105,168,14.806,546,30.736
0,P3,3034.292839055047,146,14.017,545,38.528
0,P3,3042.827230024862,147,14.485,547,5.054
0,P2,3047.5331565876677,351,14.505,548,6.053
0,P3,3058.1606310648535,148,14.294,549,12.914
0,P2,3058.756339575956,353,14.133,550,8.895
0,P2,3062.637043208807,354,14.681,551,4.04
0,P2,3066.093058230733,355,14.533,552,4.115
0,P1,3068.9086752856974,169,15.67,554,0.539
0,P3,3071.612223795969,149,13.061,553,6.762
0,P2,3080.807488639882,357,13.065,555,9.815
0,P1,3082.6481086807207,170,14.115,556,0.578
0,P1,3085.3820388690906,171,15.397,557,0.549
0,P2,3091.946613004563,358,14.075,558,3.993
0,P3,3097.8249103188145,150,14.031,559,6.567
0,P1,3103.5966452439325,172,15.516,560,8.72
0,P2,3111.584798033904,360,13.218,561,4.828
0,P2,3113.451358911391,361,12.998,562,3.915
0,P2,3116.8940192372843,362,14.763,563,4.434
0,P2,3128.219622319388,363,13.649,566,6.688
0,P1,3133.7283965295956,173,14.766,568,0.51
0,P3,3134.4127191745256,151,29.361,564,18.511
0,P2,3134.524229399474,365,12.963,567,4.912
0,P3,3143.2109408221577,152,14.608,569,6.935
0,P1,3151.5328780390346,174,15.914,571,7.757
0,P2,3152.83985088601,367,14.194,570,12.54
0,P2,3158.5561096316615,368,13.86,572,4.086
0,P1,3162.4219603249335,175,13.786,574,0.579
0,P2,3163.0486275972958,369,12.847,573,5.048
0,P3,3204.1021258177016,153,28.658,575,38.352
0,P3,3207.4992435705058,154,14.285,577,5.572
0,P2,3212.9206925648755,372,13.58,578,5.944
