replication,buffer,time_h,event_type,product,delta_m3,level_after_m3
0,stock_seco,121.33544824286005,PUT,P2,14.549999999999999,14.549999999999999
0,stock_aserrado,122.06544824286006,GET,P3,-15.0,0.0
0,stock_seco,125.55836436003189,PUT,P3,14.549999999999999,29.099999999999998
0,stock_seco,127.0,GET,P3,-14.549999999999999,14.549999999999999
0,log_yard,127.55,GET,LOG,-30.0,24.88872670848147
0,stock_drymill,128.20090768066936,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,128.20090768066936,GET,P3,-13.822499999999998,0.0
0,log_yard,128.70327299835358,PUT,LOG,20.955454425962422,45.84418113444389
0,stock_seco,128.81090768066937,GET,P2,-14.549999999999999,0.0
0,stock_aserrado,129.6204596415572,PUT,P1,15.0,15.0
0,log_yard,129.6204596415572,GET,LOG,-30.0,15.844181134443893
0,stock_aserrado,129.6204596415572,GET,P1,-15.0,0.0
0,log_yard,133.0368647273799,PUT,LOG,29.329359569909222,45.173540704353115
0,stock_aserrado,133.0774460847535,PUT,P1,15.0,15.0
0,stock_aserrado,133.0774460847535,GET,P1,-15.0,0.0
0,log_yard,133.6274460847535,GET,LOG,-30.0,15.173540704353115
0,stock_aserrado,136.75761160986033,PUT,P2,15.0,15.0
0,log_yard,136.75761160986033,GET,LOG,-15.173540704353101,1.4210854715202004e-14
0,log_yard,136.9948724784069,PUT,LOG,26.62532759250481,26.625327592504824
0,stock_aserrado,137.48761160986032,GET,P2,-15.0,0.0
0,log_yard,137.5541699394692,PUT,LOG,39.736170645059616,66.36149823756443
0,stock_aserrado,138.1866094461526,PUT,P2,7.586770352176551,7.586770352176551
0,log_yard,138.7366094461526,GET,LOG,-30.0,36.36149823756443
0,log_yard,138.82600376160266,PUT,LOG,25.150590887399723,61.512089124964156
0,stock_seco,139.86578826056711,PUT,P2,14.549999999999999,14.549999999999999
0,stock_aserrado,139.86578826056711,GET,P2,-7.586770352176551,0.0
0,stock_seco,139.86578826056711,GET,P2,-14.549999999999999,0.0
0,stock_seco,141.63558972743073,PUT,P2,7.359167241611254,7.359167241611254
0,stock_seco,141.63558972743073,GET,P2,-7.359167241611254,0.0
0,stock_aserrado,141.8956734274919,PUT,P3,15.0,15.0
0,log_yard,142.4456734274919,GET,LOG,-30.0,31.512089124964156
0,stock_aserrado,142.62567342749188,GET,P3,-15.0,0.0
0,stock_aserrado,145.00347864395667,PUT,P2,15.0,15.0
0,stock_seco,145.59626402636079,PUT,P3,14.549999999999999,14.549999999999999
0,stock_aserrado,146.32626402636078,GET,P2,-15.0,0.0
0,stock_seco,149.21224364732,PUT,P2,14.549999999999999,29.099999999999998
0,stock_seco,175.0,GET,P2,-14.549999999999999,14.549999999999999
0,log_yard,175.0,GET,LOG,-30.0,1.512089124964156
0,stock_seco,176.67244480210496,GET,P3,-14.549999999999999,0.0
0,log_yard,177.04308504861763,PUT,LOG,27.333027116208825,28.84511624117298
0,stock_drymill,178.06995961179757,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,178.06995961179757,GET,P3,-13.822499999999998,0.0
0,stock_aserrado,178.54672680142136,PUT,P2,15.0,15.0
0,stock_aserrado,178.54672680142136,GET,P2,-15.0,0.0
0,log_yard,178.54672680142136,GET,LOG,-28.845116241172974,7.105427357601002e-15
0,log_yard,178.59532971132484,PUT,LOG,30.374423990133003,30.37442399013301
0,stock_aserrado,181.27024599927876,PUT,P2,14.422558120586487,14.422558120586487
0,stock_seco,181.6862238376052,PUT,P2,14.549999999999999,14.549999999999999
0,stock_aserrado,181.6862238376052,GET,P2,-14.422558120586487,0.0
0,log_yard,181.82024599927877,GET,LOG,-30.0,0.3744239901330104
0,stock_seco,182.29622383760523,GET,P2,-14.549999999999999,0.0
0,stock_seco,184.62672694039378,PUT,P2,13.989881376968892,13.989881376968892
0,stock_seco,184.62672694039378,GET,P2,-13.989881376968892,0.0
0,log_yard,184.63905939753323,PUT,LOG,27.636808287544103,28.011232277677113
0,log_yard,184.75241168069215,PUT,LOG,21.836776125316863,49.848008402993976
0,stock_aserrado,185.00136047165324,PUT,P3,15.0,15.0
0,log_yard,185.00136047165324,GET,LOG,-30.0,19.848008402993976
0,stock_aserrado,185.73136047165323,GET,P3,-15.0,0.0
0,log_yard,186.15694916455757,PUT,LOG,28.673068756721836,48.521077159715816
0,stock_seco,188.42066148038936,PUT,P3,14.549999999999999,14.549999999999999
0,log_yard,188.93272569833164,PUT,LOG,34.759719489405875,83.2807966491217
0,stock_seco,189.03066148038937,GET,P3,-14.549999999999999,0.0
0,stock_aserrado,189.11587280487345,PUT,P3,15.0,15.0
0,stock_aserrado,189.11587280487345,GET,P3,-15.0,0.0
0,log_yard,189.66587280487346,GET,LOG,-30.0,53.2807966491217
0,stock_drymill,190.13909654980222,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,190.13909654980222,GET,P3,-13.822499999999998,0.0
0,log_yard,190.58274402392766,PUT,LOG,24.64110385074864,77.92190049987033
0,stock_aserrado,192.4938950050553,PUT,P1,15.0,15.0
0,stock_seco,197.16097016383586,PUT,P3,14.549999999999999,14.549999999999999
0,stock_aserrado,199.0,GET,P1,-15.0,0.0
0,stock_seco,199.0,GET,P3,-14.549999999999999,0.0
0,log_yard,199.55,GET,LOG,-30.0,47.92190049987033
0,stock_drymill,199.82691304089124,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,199.82691304089124,GET,P3,-13.822499999999998,0.0
0,log_yard,200.77476760522927,PUT,LOG,31.982374030100516,79.90427452997085
0,log_yard,200.8232682027333,PUT,LOG,32.3025154234317,112.20678995340255
0,log_yard,201.01831610665596,PUT,LOG,24.962593841269374,137.16938379467192
0,stock_aserrado,202.54820471342373,PUT,P3,15.0,15.0
0,stock_aserrado,202.54820471342373,GET,P3,-15.0,0.0
0,log_yard,202.54820471342373,GET,LOG,-30.0,107.16938379467192
0,log_yard,202.60797161882982,PUT,LOG,23.382613251446458,130.55199704611837
0,log_yard,204.73420043693926,PUT,LOG,26.248064463476833,156.8000615095952
0,log_yard,204.92286167260832,PUT,LOG,19.822568668401907,176.6226301779971
0,stock_seco,205.06392253777602,PUT,P3,14.549999999999999,14.549999999999999
0,stock_seco,205.06392253777602,GET,P3,-14.549999999999999,0.0
0,stock_drymill,206.28922897392033,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,206.28922897392033,GET,P3,-13.822499999999998,0.0
0,stock_aserrado,206.82612940065488,PUT,P3,15.0,15.0
0,stock_aserrado,206.82612940065488,GET,P3,-15.0,0.0
0,log_yard,207.3761294006549,GET,LOG,-30.0,146.6226301779971
0,log_yard,209.5120278974565,PUT,LOG,17.942468846077812,164.56509902407493
0,stock_seco,209.52053760794794,PUT,P3,14.549999999999999,14.549999999999999
0,stock_seco,209.52053760794794,GET,P3,-14.549999999999999,0.0
0,stock_aserrado,210.65829107451015,PUT,P2,15.0,15.0
0,log_yard,210.71266202227505,PUT,LOG,22.13497439514188,186.7000734192168
0,stock_drymill,210.76170602171976,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,210.76170602171976,GET,P3,-13.822499999999998,0.0
0,log_yard,211.20829107451016,GET,LOG,-30.0,156.7000734192168
0,stock_aserrado,211.38829107451014,GET,P2,-15.0,0.0
0,stock_aserrado,213.51630959693682,PUT,P3,15.0,15.0
0,log_yard,214.06630959693683,GET,LOG,-30.0,126.7000734192168
0,stock_seco,214.28362906636417,PUT,P2,14.549999999999999,14.549999999999999
0,stock_seco,214.89362906636418,GET,P2,-14.549999999999999,0.0
0,stock_aserrado,215.01362906636416,GET,P3,-15.0,0.0
0,stock_aserrado,217.1406365220608,PUT,P2,15.0,15.0
0,stock_seco,218.14144070530776,PUT,P3,14.549999999999999,14.549999999999999
0,stock_aserrado,218.87144070530775,GET,P2,-15.0,0.0
0,stock_seco,221.94780731175672,PUT,P2,14.549999999999999,29.099999999999998
0,stock_seco,223.0,GET,P2,-14.549999999999999,14.549999999999999
0,log_yard,223.52943281061988,PUT,LOG,25.019393747558667,151.71946716677547
0,log_yard,223.55,GET,LOG,-30.0,121.71946716677547
0,log_yard,224.5718201504489,PUT,LOG,19.715909502458985,141.43537666923447
0,stock_seco,225.01069145315992,GET,P3,-14.549999999999999,0.0
0,stock_aserrado,225.66013378800997,PUT,P3,15.0,15.0
0,stock_drymill,226.0312042828889,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,226.0312042828889,GET,P3,-13.822499999999998,0.0
0,log_yard,226.21013378800998,GET,LOG,-30.0,111.43537666923447
0,stock_aserrado,226.39013378800996,GET,P3,-15.0,0.0
0,stock_seco,229.31548544208937,PUT,P3,14.549999999999999,14.549999999999999
0,stock_seco,229.31548544208937,GET,P3,-14.549999999999999,0.0
0,stock_aserrado,229.85340507760944,PUT,P1,15.0,15.0
0,stock_aserrado,229.85340507760944,GET,P1,-15.0,0.0
0,log_yard,230.40340507760945,GET,LOG,-30.0,81.43537666923447
0,stock_drymill,230.62273311585614,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,230.62273311585614,GET,P3,-13.822499999999998,0.0
0,log_yard,232.30400355493785,PUT,LOG,30.160016191485195,111.59539286071967
0,log_yard,232.65438364145027,PUT,LOG,28.767702450057858,140.36309531077754
0,stock_aserrado,233.31875992164362,PUT,P2,15.0,15.0
0,log_yard,233.84296134001045,PUT,LOG,29.950690821624818,170.31378613240236
0,log_yard,233.86875992164363,GET,LOG,-30.0,140.31378613240236
0,stock_aserrado,234.0487599216436,GET,P2,-15.0,0.0
0,stock_seco,236.91086841835173,PUT,P2,14.549999999999999,14.549999999999999
0,stock_aserrado,236.94899628804842,PUT,P1,15.0,15.0
0,stock_aserrado,236.94899628804842,GET,P1,-15.0,0.0
0,log_yard,237.49899628804843,GET,LOG,-30.0,110.31378613240236
0,stock_seco,237.52086841835174,GET,P2,-14.549999999999999,0.0
0,log_yard,237.58934045581677,PUT,LOG,28.45753828724888,138.77132441965125
0,stock_aserrado,240.25445571132676,PUT,P2,15.0,15.0
0,stock_aserrado,240.25445571132676,GET,P2,-15.0,0.0
0,stock_seco,243.49321651940653,PUT,P2,14.549999999999999,14.549999999999999
0,stock_seco,247.0,GET,P2,-14.549999999999999,0.0
0,log_yard,247.55,GET,LOG,-30.0,108.77132441965125
0,log_yard,248.2329350847491,PUT,LOG,47.632907260567144,156.4042316802184
0,log_yard,249.96613192904547,PUT,LOG,28.311706378346685,184.7159380585651
0,stock_aserrado,251.0440233700229,PUT,P1,15.0,15.0
0,stock_aserrado,251.0440233700229,GET,P1,-15.0,0.0
0,log_yard,251.5940233700229,GET,LOG,-30.0,154.7159380585651
0,log_yard,253.64206039786572,PUT,LOG,23.567564720164846,178.28350277872994
0,log_yard,254.39385404727935,PUT,LOG,26.855966078264164,205.1394688569941
0,stock_aserrado,255.26896067895325,PUT,P3,15.0,15.0
0,log_yard,255.6770972649653,PUT,LOG,27.547675042408137,232.68714389940226
0,log_yard,255.81896067895326,GET,LOG,-30.0,202.68714389940226
0,stock_aserrado,255.99896067895324,GET,P3,-15.0,0.0
0,stock_seco,258.6156133170864,PUT,P3,14.549999999999999,14.549999999999999
0,stock_aserrado,258.96421812656337,PUT,P2,15.0,15.0
0,log_yard,258.96421812656337,GET,LOG,-30.0,172.68714389940226
0,stock_seco,259.2256133170864,GET,P3,-14.549999999999999,0.0
0,stock_aserrado,259.6942181265634,GET,P2,-15.0,0.0
0,log_yard,260.1155271058317,PUT,LOG,36.064058723014206,208.75120262241646
0,stock_drymill,260.3285301549168,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,260.3285301549168,GET,P3,-13.822499999999998,0.0
0,log_yard,261.23679521215894,PUT,LOG,27.569556777562347,236.3207593999788
0,stock_aserrado,261.35385538139997,PUT,P2,15.0,15.0
0,log_yard,261.9038553814,GET,LOG,-30.0,206.3207593999788
0,stock_seco,263.02034784348683,PUT,P2,14.549999999999999,14.549999999999999
0,stock_aserrado,263.02034784348683,GET,P2,-15.0,0.0
0,stock_aserrado,265.13637796247383,PUT,P3,15.0,15.0
0,stock_seco,265.5037605890942,PUT,P2,14.549999999999999,29.099999999999998
0,stock_aserrado,266.23376058909423,GET,P3,-15.0,0.0
0,stock_seco,268.93565568595216,PUT,P3,14.549999999999999,43.65
0,stock_seco,271.0,GET,P3,-14.549999999999999,29.1
0,log_yard,271.0,GET,LOG,-30.0,176.3207593999788
0,log_yard,271.68787151167766,PUT,LOG,32.015946807083836,208.33670620706266
0,stock_drymill,272.0651591985457,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,272.0651591985457,GET,P3,-13.822499999999998,0.0
0,stock_seco,272.6751591985457,GET,P2,-29.099999999999998,3.552713678800501e-15
0,log_yard,273.71946930938805,PUT,LOG,29.01056974885054,237.3472759559132
0,stock_aserrado,273.98465298369206,PUT,P3,15.0,15.0
0,stock_aserrado,273.98465298369206,GET,P3,-15.0,0.0
0,log_yard,273.98465298369206,GET,LOG,-30.0,207.3472759559132
0,log_yard,274.79657286157504,PUT,LOG,24.262204587400525,231.60948054331374
0,stock_seco,277.2665791848087,PUT,P3,14.549999999999999,14.550000000000002
0,stock_seco,277.8765791848087,GET,P3,-14.549999999999999,3.552713678800501e-15
0,stock_aserrado,278.2628240702013,PUT,P3,15.0,15.0
0,stock_aserrado,278.2628240702013,GET,P3,-15.0,0.0
0,log_yard,278.8128240702013,GET,LOG,-30.0,201.60948054331374
0,stock_drymill,279.0335067661029,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,279.0335067661029,GET,P3,-13.822499999999998,0.0
0,stock_aserrado,281.2551093095765,PUT,P2,15.0,15.0
0,log_yard,281.2551093095765,GET,LOG,-30.0,171.60948054331374
0,log_yard,281.43564113724136,PUT,LOG,31.720040009363313,203.32952055267705
0,stock_seco,281.4823290208179,PUT,P3,14.549999999999999,14.550000000000002
0,stock_seco,281.4823290208179,GET,P3,-14.549999999999999,3.552713678800501e-15
0,stock_aserrado,282.2123290208179,GET,P2,-15.0,0.0
0,log_yard,282.7234310384449,PUT,LOG,40.2731838525745,243.60270440525156
0,stock_drymill,282.84747187872887,PUT,P3,13.822499999999998,13.822499999999998
0,stock_drymill,282.84747187872887,GET,P3,-13.822499999999998,0.0
0,log_yard,283.3525925595962,PUT,LOG,30.902327332419492,274.50503173767106
0,stock_aserrado,283.74689923164425,PUT,P2,15.0,15.0
0,log_yard,284.29689923164426,GET,LOG,-30.0,244.50503173767106
0,log_yard,284.9421633707581,PUT,LOG,24.19110429452933,268.6961360322004
0,stock_seco,285.8801810085554,PUT,P2,14.549999999999999,14.550000000000002
0,stock_aserrado,285.8801810085554,GET,P2,-15.0,0.0
0,stock_aserrado,286.2942816399311,PUT,P1,15.0,15.0
0,stock_aserrado,286.2942816399311,GET,P1,-15.0,0.0
0,stock_seco,286.4901810085554,GET,P2,-14.549999999999999,3.552713678800501e-15
0,log_yard,286.8442816399311,GET,LOG,-30.0,238.6961360322004
0,log_yard,286.87761997769707,PUT,LOG,34.21822797034902,272.9143640025494
0,stock_seco,288.8505654260438,PUT,P2,14.549999999999999,14.550000000000002
0,stock_aserrado,289.11370482318677,PUT,P2,15.0,15.0
0,stock_aserrado,289.11370482318677,GET,P2,-15.0,0.0
0,stock_seco,292.12474608077605,PUT,P2,14.549999999999999,29.1
0,stock_seco,295.0,GET,P2,-29.099999999999998,3.552713678800501e-15
0,log_yard,295.0,GET,LOG,-30.0,242.9143640025494
0,log_yard,296.01589398043564,PUT,LOG,24.074780720416292,266.9891447229657
0,log_yard,296.6486467771511,PUT,LOG,25.75203150586808,292.7411762288338
0,stock_aserrado,297.82707884969994,PUT,P2,15.0,15.0
0,stock_aserrado,297.82707884969994,GET,P2,-15.0,0.0
0,log_yard,297.82707884969994,GET,LOG,-30.0,262.7411762288338
0,stock_aserrado,300.5049869455382,PUT,P2,15.0,15.0
0,log_yard,300.5049869455382,GET,LOG,-30.0,232.7411762288338
0,log_yard,301.298136871834,PUT,LOG,23.195489681451896,255.9366659102857
0,stock_seco,301.38172794671374,PUT,P2,14.549999999999999,14.550000000000002
0,stock_aserrado,301.38172794671374,GET,P2,-15.0,0.0
0,stock_seco,301.38172794671374,GET,P2,-14.549999999999999,3.552713678800501e-15
0,log_yard,302.4158360720591,PUT,LOG,41.57964998583791,297.5163158961236
0,stock_aserrado,303.65383648337627,PUT,P2,15.0,15.0
0,log_yard,303.65383648337627,GET,LOG,-30.0,267.5163158961236
0,log_yard,304.14644157631193,PUT,LOG,33.19049719036285,300.7068130864865
0,log_yard,304.2862070842328,PUT,LOG,34.6140086213187,335.3208217078052
0,stock_seco,304.79526399786516,PUT,P2,14.549999999999999,14.550000000000002
0,stock_aserrado,304.79526399786516,GET,P2,-15.0,0.0
0,stock_seco,304.79526399786516,GET,P2,-14.549999999999999,3.552713678800501e-15
0,stock_aserrado,306.2847064897125,PUT,P2,15.0,15.0
0,log_yard,306.8347064897125,GET,LOG,-30.0,305.3208217078052
0,stock_seco,307.8810664388499,PUT,P2,14.549999999999999,14.550000000000002
0,stock_aserrado,307.8810664388499,GET,P2,-15.0,0.0
0,stock_seco,307.8810664388499,GET,P2,-14.549999999999999,3.552713678800501e-15
0,log_yard,309.60997337032677,PUT,LOG,24.255308027834516,329.5761297356397
0,stock_aserrado,310.411539856512,PUT,P3,15.0,15.0
0,log_yard,310.961539856512,GET,LOG,-30.0,299.5761297356397
